년월,시군구별,연료별,승용,승합,화물,특수,계
2019-03-01,중구,휘발유(무연),12593,14,28,,12635
2019-03-01,중구,휘발유(무연),602,,,,602
2019-03-01,중구,휘발유(유연),17,,,,17
2019-03-01,용산구,CNG,2,1,23,1,27
2019-03-01,용산구,CNG,,3,,,3
2019-03-01,용산구,경유,18501,1985,5332,83,25901
2019-03-01,용산구,경유,48,63,1019,44,1174
2019-03-01,용산구,기타연료,199,31,88,7,325
2019-03-01,용산구,기타연료,,,3,,3
2019-03-01,용산구,수소,2,,,,2
2019-03-01,용산구,엘피지,2552,386,466,,3404
2019-03-01,용산구,엘피지,730,19,76,,825
2019-03-01,용산구,전기,209,,,,209
2019-03-01,용산구,하이브리드(LPG+전기),33,,,,33
2019-03-01,용산구,하이브리드(경유+전기),1,,,,1
2019-03-01,용산구,하이브리드(휘발유+전기),1909,,,,1909
2019-03-01,용산구,하이브리드(휘발유+전기),1,,,,1
2019-03-01,용산구,휘발유,22004,21,46,,22071
2019-03-01,용산구,휘발유,24,5,,,29
2019-03-01,용산구,휘발유(무연),21180,28,20,,21228
2019-03-01,용산구,휘발유(무연),148,,,,148
2019-03-01,용산구,휘발유(유연),24,,,,24
2019-03-01,성동구,CNG,20,4,16,,40
2019-03-01,성동구,CNG,,454,,,454
2019-03-01,성동구,경유,25771,2345,8574,68,36758
2019-03-01,성동구,경유,982,947,1346,107,3382
2019-03-01,성동구,기타연료,2,61,88,2,153
2019-03-01,성동구,기타연료,,,7,,7
2019-03-01,성동구,수소,4,,,,4
2019-03-01,성동구,엘피지,4372,509,811,,5692
2019-03-01,성동구,엘피지,3019,44,259,,3322
2019-03-01,성동구,전기,205,,2,,207
2019-03-01,성동구,전기,286,,,,286
2019-03-01,성동구,하이브리드(LPG+전기),53,,,,53
2019-03-01,성동구,하이브리드(LPG+전기),1,,,,1
2019-03-01,성동구,하이브리드(휘발유+전기),2404,,,,2404
2019-03-01,성동구,하이브리드(휘발유+전기),19,,,,19
2019-03-01,성동구,휘발유,22225,9,31,,22265
2019-03-01,성동구,휘발유,369,2,,,371
2019-03-01,성동구,휘발유(무연),27633,16,6,,27655
2019-03-01,성동구,휘발유(무연),2018,,,,2018
2019-03-01,성동구,휘발유(유연),42,,,,42
2019-03-01,광진구,CNG,15,1,13,,29
2019-03-01,광진구,CNG,,43,,,43
2019-03-01,광진구,경유,23935,2489,10046,43,36513
2019-03-01,광진구,경유,407,285,1292,179,2163
2019-03-01,광진구,기타연료,,38,94,,132
2019-03-01,광진구,기타연료,,,4,,4
2019-03-01,광진구,수소,1,,,,1
2019-03-01,광진구,수소,1,,,,1
2019-03-01,광진구,엘피지,4744,566,760,1,6071
2019-03-01,광진구,엘피지,2378,3,247,60,2688
2019-03-01,광진구,전기,134,,,,134
2019-03-01,광진구,전기,3,,,,3
2019-03-01,광진구,하이브리드(LPG+전기),58,,,,58
2019-03-01,광진구,하이브리드(휘발유+전기),2110,,,,2110
2019-03-01,광진구,하이브리드(휘발유+전기),15,,,,15
2019-03-01,광진구,휘발유,20856,9,23,,20888
2019-03-01,광진구,휘발유,236,1,,,237
2019-03-01,광진구,휘발유(무연),28448,23,25,,28496
2019-03-01,광진구,휘발유(무연),374,,,,374
2019-03-01,광진구,휘발유(유연),42,,,,42
2019-03-01,동대문구,CNG,14,2,18,,34
2019-03-01,동대문구,CNG,,21,,,21
2019-03-01,동대문구,경유,23789,3035,9704,69,36597
2019-03-01,동대문구,경유,239,118,1820,97,2274
2019-03-01,동대문구,기타연료,3,43,110,3,159
2019-03-01,동대문구,기타연료,,,7,,7
2019-03-01,동대문구,수소,3,,,,3
2019-03-01,동대문구,엘피지,5279,600,1044,2,6925
2019-03-01,동대문구,엘피지,2373,1,341,,2715
2019-03-01,동대문구,전기,104,,1,,105
2019-03-01,동대문구,전기,3,,,,3
2019-03-01,동대문구,하이브리드(LPG+전기),65,,,,65
2019-03-01,동대문구,하이브리드(휘발유+전기),1721,,,,1721
2019-03-01,동대문구,하이브리드(휘발유+전기),41,,,,41
2019-03-01,동대문구,휘발유,19463,8,40,,19511
2019-03-01,동대문구,휘발유,132,,,,132
2019-03-01,동대문구,휘발유(무연),27621,27,28,,27676
2019-03-01,동대문구,휘발유(무연),177,,,,177
2019-03-01,동대문구,휘발유(유연),37,,,,37
2019-03-01,중랑구,CNG,20,2,11,,33
2019-03-01,중랑구,CNG,1,360,,,361
2019-03-01,중랑구,경유,27075,3462,11454,87,42078
2019-03-01,중랑구,경유,222,203,2395,319,3139
2019-03-01,중랑구,기타연료,2,42,80,6,130
2019-03-01,중랑구,기타연료,,,17,,17
2019-03-01,중랑구,수소,2,,,,2
2019-03-01,중랑구,엘피지,7148,779,1158,,9085
2019-03-01,중랑구,엘피지,5398,2,367,,5767
2019-03-01,중랑구,전기,134,,,,134
2019-03-01,중랑구,전기,3,,,,3
2019-03-01,중랑구,하이브리드(LPG+전기),64,,,,64
2019-03-01,중랑구,하이브리드(경유+전기),1,,,,1
2019-03-01,중랑구,하이브리드(휘발유+전기),1645,,,,1645
2019-03-01,중랑구,하이브리드(휘발유+전기),8,,,,8
2019-03-01,중랑구,휘발유,19765,11,37,,19813
2019-03-01,중랑구,휘발유,23,,,,23
2019-03-01,중랑구,휘발유(무연),31241,17,33,1,31292
2019-03-01,중랑구,휘발유(무연),404,,,,404
2019-03-01,중랑구,휘발유(유연),26,,,,26
2019-03-01,성북구,CNG,23,2,7,,32
2019-03-01,성북구,CNG,,762,,,762
2019-03-01,성북구,경유,29599,3368,8479,63,41509
2019-03-01,성북구,경유,63,374,1311,94,1842
2019-03-01,성북구,기타연료,3,42,132,2,179
2019-03-01,성북구,기타연료,,,4,,4
2019-03-01,성북구,수소,2,,,,2
2019-03-01,성북구,엘피지,6261,642,815,,7718
2019-03-01,성북구,엘피지,2499,2,304,,2805
2019-03-01,성북구,전기,155,,,,155
2019-03-01,성북구,전기,6,19,,,25
2019-03-01,성북구,하이브리드(CNG+전기),,3,,,3
2019-03-01,성북구,하이브리드(LPG+전기),58,,,,58
2019-03-01,성북구,하이브리드(휘발유+전기),2442,,,,2442
2019-03-01,성북구,하이브리드(휘발유+전기),1,,,,1
2019-03-01,성북구,휘발유,24543,15,30,,24588
2019-03-01,성북구,휘발유,5,,,,5
2019-03-01,성북구,휘발유(무연),35153,19,16,,35188
2019-03-01,성북구,휘발유(무연),39,,,,39
2019-03-01,성북구,휘발유(유연),36,,,,36
2019-03-01,강북구,CNG,13,1,8,,22
2019-03-01,강북구,CNG,,677,1,,678
2019-03-01,강북구,경유,18480,2568,7196,57,28301
2019-03-01,강북구,경유,23,63,1031,99,1216
2019-03-01,강북구,기타연료,1,13,56,1,71
2019-03-01,강북구,기타연료,,,1,,1
2019-03-01,강북구,수소,1,,,,1
2019-03-01,강북구,엘피지,5246,629,785,,6660
2019-03-01,강북구,엘피지,2513,,225,,2738
2019-03-01,강북구,전기,82,,,,82
2019-03-01,강북구,전기,6,,,,6
2019-03-01,강북구,하이브리드(LPG+전기),51,,,,51
2019-03-01,강북구,하이브리드(경유+전기),1,,,,1
2019-03-01,강북구,하이브리드(휘발유+전기),1156,,,,1156
2019-03-01,강북구,하이브리드(휘발유+전기),2,,,,2
2019-03-01,강북구,휘발유,13783,11,20,1,13815
2019-03-01,강북구,휘발유,4,,,,4
2019-03-01,강북구,휘발유(무연),22178,14,8,,22200
2019-03-01,강북구,휘발유(무연),75,,,,75
2019-03-01,강북구,휘발유(유연),25,,,,25
2019-03-01,도봉구,CNG,17,2,4,,23
2019-03-01,도봉구,CNG,1,340,,,341
2019-03-01,도봉구,경유,22716,2762,8314,74,33866
2019-03-01,도봉구,경유,64,90,1509,156,1819
2019-03-01,도봉구,기타연료,1,42,78,,121
2019-03-01,도봉구,기타연료,,,8,,8
2019-03-01,도봉구,수소,2,,,,2
2019-03-01,도봉구,엘피지,6133,614,803,1,7551
2019-03-01,도봉구,엘피지,4941,3,302,,5246
2019-03-01,도봉구,전기,107,,,,107
2019-03-01,도봉구,전기,18,,,,18
2019-03-01,도봉구,하이브리드(CNG+전기),,8,,,8
2019-03-01,도봉구,하이브리드(LPG+전기),62,,,,62
2019-03-01,도봉구,하이브리드(휘발유+전기),1607,,,,1607
2019-03-01,도봉구,하이브리드(휘발유+전기),4,,,,4
2019-03-01,도봉구,휘발유,17797,8,24,,17829
2019-03-01,도봉구,휘발유,53,,,,53
2019-03-01,도봉구,휘발유(무연),28418,15,18,,28451
2019-03-01,도봉구,휘발유(무연),84,,,,84
2019-03-01,도봉구,휘발유(유연),39,,,,39
2019-03-01,노원구,CNG,35,4,7,,46
2019-03-01,노원구,CNG,,592,1,,593
2019-03-01,노원구,경유,36799,3970,10311,83,51163
2019-03-01,노원구,경유,93,263,1661,266,2283
2019-03-01,노원구,기타연료,2,67,136,1,206
2019-03-01,노원구,기타연료,,,14,,14
2019-03-01,노원구,수소,1,,,,1
2019-03-01,노원구,엘피지,10411,809,1024,1,12245
2019-03-01,노원구,엘피지,5772,5,340,,6117
2019-03-01,노원구,전기,170,1,,,171
2019-03-01,노원구,전기,7,,,,7
2019-03-01,노원구,하이브리드(CNG+전기),,31,,,31
2019-03-01,노원구,하이브리드(LPG+전기),108,,,,108
2019-03-01,노원구,하이브리드(경유+전기),3,,,,3
2019-03-01,노원구,하이브리드(휘발유+전기),2973,,,,2973
2019-03-01,노원구,하이브리드(휘발유+전기),3,,,,3
2019-03-01,노원구,휘발유,30058,5,39,,30102
2019-03-01,노원구,휘발유,45,,,,45
2019-03-01,노원구,휘발유(무연),47235,24,17,,47276
2019-03-01,노원구,휘발유(무연),151,,,,151
2019-03-01,노원구,휘발유(유연),52,,,,52
2019-03-01,은평구,CNG,16,2,12,,30
2019-03-01,은평구,CNG,3,719,,,722
2019-03-01,은평구,경유,30845,3659,10336,78,44918
2019-03-01,은평구,경유,57,58,1690,180,1985
2019-03-01,은평구,기타연료,2,44,105,4,155
2019-03-01,은평구,기타연료,,,1,,1
2019-03-01,은평구,수소,6,,,,6
2019-03-01,은평구,엘피지,7807,825,941,,9573
2019-03-01,은평구,엘피지,3971,,252,,4223
2019-03-01,은평구,전기,153,,,1,154
2019-03-01,은평구,전기,1,,,,1
2019-03-01,은평구,하이브리드(CNG+전기),,1,,,1
2019-03-01,은평구,하이브리드(LPG+전기),107,,,,107
2019-03-01,은평구,하이브리드(휘발유+전기),2516,,,,2516
2019-03-01,은평구,하이브리드(휘발유+전기),2,,,,2
2019-03-01,은평구,휘발유,26395,12,41,,26448
2019-03-01,은평구,휘발유,5,,1,,6
2019-03-01,은평구,휘발유(무연),39469,24,26,,39519
2019-03-01,은평구,휘발유(무연),73,,,,73
2019-03-01,은평구,휘발유(유연),35,,,,35
2019-03-01,서대문구,CNG,13,10,14,,37
2019-03-01,서대문구,CNG,2,281,,,283
2019-03-01,서대문구,경유,20377,2480,6111,76,29044
2019-03-01,서대문구,경유,145,151,1683,239,2218
2019-03-01,서대문구,기타연료,2,39,65,1,107
2019-03-01,서대문구,기타연료,,,42,,42
2019-03-01,서대문구,수소,5,,,,5
2019-03-01,서대문구,엘피지,4442,418,576,1,5437
2019-03-01,서대문구,엘피지,2809,5,134,,2948
2019-03-01,서대문구,전기,125,,,,125
2019-03-01,서대문구,전기,11,,,,11
2019-03-01,서대문구,하이브리드(CNG+전기),,2,,,2
2019-03-01,서대문구,하이브리드(LPG+전기),53,,,,53
2019-03-01,서대문구,하이브리드(경유+전기),1,,,,1
2019-03-01,서대문구,하이브리드(휘발유+전기),1959,,,,1959
2019-03-01,서대문구,하이브리드(휘발유+전기),3,,,,3
2019-03-01,서대문구,휘발유,18795,14,32,,18841
2019-03-01,서대문구,휘발유,24,2,,,26
2019-03-01,서대문구,휘발유(무연),26125,14,22,,26161
2019-03-01,서대문구,휘발유(무연),200,,,,200
2019-03-01,서대문구,휘발유(유연),35,,,,35
2019-03-01,마포구,CNG,25,2,29,,56
2019-03-01,마포구,CNG,,290,1,,291
2019-03-01,마포구,경유,27908,2879,8972,113,39872
2019-03-01,마포구,경유,573,433,1883,122,3011
2019-03-01,마포구,기타연료,2,46,114,7,169
2019-03-01,마포구,기타연료,,,50,,50
2019-03-01,마포구,수소,5,,,,5
2019-03-01,마포구,엘피지,4965,631,874,,6470
2019-03-01,마포구,엘피지,2666,1,139,,2806
2019-03-01,마포구,전기,219,,,,219
2019-03-01,마포구,전기,8,,,,8
2019-03-01,마포구,하이브리드(LPG+전기),66,,,,66
2019-03-01,마포구,하이브리드(휘발유+전기),2929,,,,2929
2019-03-01,마포구,하이브리드(휘발유+전기),15,,,,15
2019-03-01,마포구,휘발유,26831,20,58,2,26911
2019-03-01,마포구,휘발유,43,,,,43
2019-03-01,마포구,휘발유(무연),34041,23,42,,34106
2019-03-01,마포구,휘발유(무연),734,,,,734
2019-03-01,마포구,휘발유(유연),38,,,,38
2019-03-01,양천구,CNG,21,2,18,,41
2019-03-01,양천구,CNG,,642,,,642
2019-03-01,양천구,경유,35026,3569,11722,136,50453
2019-03-01,양천구,경유,61,145,2419,413,3038
2019-03-01,양천구,기타연료,2,48,145,3,198
2019-03-01,양천구,기타연료,,,44,,44
2019-03-01,양천구,수소,2,,,,2
2019-03-01,양천구,수소,1,,,,1
2019-03-01,양천구,엘피지,8193,761,1015,1,9970
2019-03-01,양천구,엘피지,4470,4,212,,4686
2019-03-01,양천구,전기,185,,1,,186
2019-03-01,양천구,전기,27,,1,,28
2019-03-01,양천구,하이브리드(LPG+전기),95,,,,95
2019-03-01,양천구,하이브리드(경유+전기),2,,,,2
2019-03-01,양천구,하이브리드(휘발유+전기),3222,,,,3222
2019-03-01,양천구,하이브리드(휘발유+전기),2,,,,2
2019-03-01,양천구,휘발유,33289,11,37,,33337
2019-03-01,양천구,휘발유,12,,,,12
2019-03-01,양천구,휘발유(무연),44252,20,35,,44307
2019-03-01,양천구,휘발유(무연),81,,,,81
2019-03-01,양천구,휘발유(유연),38,,,,38
2019-03-01,강서구,CNG,43,6,13,,62
2019-03-01,강서구,CNG,3,389,,,392
2019-03-01,강서구,경유,46867,5142,16346,149,68504
2019-03-01,강서구,경유,909,1081,3251,265,5506
2019-03-01,강서구,기타연료,4,64,184,3,255
2019-03-01,강서구,기타연료,,,26,,26
2019-03-01,강서구,수소,3,,,,3
2019-03-01,강서구,엘피지,11843,1023,1476,1,14343
2019-03-01,강서구,엘피지,8130,19,306,2,8457
2019-03-01,강서구,전기,205,,1,,206
2019-03-01,강서구,전기,73,,,,73
2019-03-01,강서구,하이브리드(LPG+전기),124,,,,124
2019-03-01,강서구,하이브리드(경유+전기),1,,,,1
2019-03-01,강서구,하이브리드(휘발유+전기),4089,,,,4089
2019-03-01,강서구,하이브리드(휘발유+전기),2809,,,,2809
2019-03-01,강서구,휘발유,39839,24,51,,39914
2019-03-01,강서구,휘발유,112,2,,,114
2019-03-01,강서구,휘발유(무연),58029,32,37,1,58099
2019-03-01,강서구,휘발유(무연),673,1,,,674
2019-03-01,강서구,휘발유(유연),86,,,,86
2019-03-01,구로구,CNG,30,3,9,,42
2019-03-01,구로구,CNG,1,346,,,347
2019-03-01,구로구,경유,34032,4896,13768,158,52854
2019-03-01,구로구,경유,1716,342,2450,195,4703
2019-03-01,구로구,기타연료,,40,155,4,199
2019-03-01,구로구,기타연료,,,27,,27
2019-03-01,구로구,수소,4,,,,4
2019-03-01,구로구,엘피지,7615,687,964,1,9267
2019-03-01,구로구,엘피지,5790,7,261,,6058
2019-03-01,구로구,전기,140,,,,140
2019-03-01,구로구,전기,34,,,,34
2019-03-01,구로구,하이브리드(LPG+전기),105,,,,105
2019-03-01,구로구,하이브리드(휘발유+전기),2573,,,,2573
2019-03-01,구로구,하이브리드(휘발유+전기),166,,,,166
2019-03-01,구로구,휘발유,25714,15,43,,25772
2019-03-01,구로구,휘발유,277,,,,277
2019-03-01,구로구,휘발유(무연),39060,18,27,,39105
2019-03-01,구로구,휘발유(무연),3011,,,,3011
2019-03-01,구로구,휘발유(유연),43,,,,43
2019-03-01,구로구,휘발유(유연),5,,,,5
2019-03-01,금천구,CNG,19,2,6,,27
2019-03-01,금천구,CNG,,393,,,393
2019-03-01,금천구,경유,21426,3392,10357,68,35243
2019-03-01,금천구,경유,216,98,2065,86,2465
2019-03-01,금천구,기타연료,1,31,64,2,98
2019-03-01,금천구,기타연료,,,35,,35
2019-03-01,금천구,수소,1,,,,1
2019-03-01,금천구,엘피지,4312,490,729,1,5532
2019-03-01,금천구,엘피지,2525,3,178,,2706
2019-03-01,금천구,전기,91,,3,,94
2019-03-01,금천구,전기,37,,,,37
2019-03-01,금천구,하이브리드(LPG+전기),58,,,,58
2019-03-01,금천구,하이브리드(LPG+전기),1,,,,1
2019-03-01,금천구,하이브리드(경유+전기),,1,,,1
2019-03-01,금천구,하이브리드(휘발유+전기),1452,,,,1452
2019-03-01,금천구,하이브리드(휘발유+전기),27,,,,27
2019-03-01,금천구,휘발유,14550,10,35,1,14596
2019-03-01,금천구,휘발유,11,,,,11
2019-03-01,금천구,휘발유(무연),24296,9,14,,24319
2019-03-01,금천구,휘발유(무연),199,1,,,200
2019-03-01,금천구,휘발유(유연),39,,,,39
2019-03-01,금천구,휘발유(유연),1,,,,1
2019-03-01,영등포구,CNG,10,3,24,,37
2019-03-01,영등포구,CNG,1,84,,,85
2019-03-01,영등포구,경유,33965,4392,14134,526,53017
2019-03-01,영등포구,경유,364,169,3747,625,4905
2019-03-01,영등포구,기타연료,4,40,131,4,179
2019-03-01,영등포구,기타연료,,,210,2,212
2019-03-01,영등포구,수소,6,,,,6
2019-03-01,영등포구,엘피지,5973,626,1002,5,7606
2019-03-01,영등포구,엘피지,2697,1,273,1,2972
2019-03-01,영등포구,전기,393,,,,393
2019-03-01,영등포구,전기,314,,,,314
2019-03-01,영등포구,하이브리드(LPG+전기),81,,,,81
2019-03-01,영등포구,하이브리드(LPG+전기),11,,,,11
2019-03-01,영등포구,하이브리드(휘발유+전기),3253,,,,3253
2019-03-01,영등포구,하이브리드(휘발유+전기),287,,,,287
2019-03-01,영등포구,휘발유,29341,18,59,,29418
2019-03-01,영등포구,휘발유,38,,,,38
2019-03-01,영등포구,휘발유(무연),39747,24,38,,39809
2019-03-01,영등포구,휘발유(무연),461,,,,461
2019-03-01,영등포구,휘발유(유연),64,,,,64
2019-03-01,영등포구,휘발유(유연),1,,,,1
2019-03-01,동작구,CNG,16,,6,,22
2019-03-01,동작구,CNG,,58,,,58
2019-03-01,동작구,경유,25752,2700,6996,91,35539
2019-03-01,동작구,경유,32,75,994,287,1388
2019-03-01,동작구,기타연료,2,32,67,2,103
